OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Quantity,Price,LineTotal
10368,1996-11-29,20,Ernst Handel,21,Sir Rodney's Scones,5,10,50
10368,1996-11-29,20,Ernst Handel,28,Rössle Sauerkraut,13,45.6,592.8
10368,1996-11-29,20,Ernst Handel,57,Ravioli Angelo,25,19.5,487.5
10368,1996-11-29,20,Ernst Handel,64,Wimmers gute Semmelknödel,35,33.25,1163.75
10369,1996-12-02,75,Split Rail Beer & Ale,29,Thüringer Rostbratwurst,20,123.79,2475.8
10369,1996-12-02,75,Split Rail Beer & Ale,56,Gnocchi di nonna Alice,18,38,684
10370,1996-12-03,14,Chop-suey Chinese,1,Chais,15,18,270
10370,1996-12-03,14,Chop-suey Chinese,64,Wimmers gute Semmelknödel,30,33.25,997.5
10370,1996-12-03,14,Chop-suey Chinese,74,Longlife Tofu,20,10,200
10371,1996-12-03,41,La maison d''Asie,36,Inlagd Sill,6,19,114
10372,1996-12-04,62,Queen Cozinha,20,Sir Rodney's Marmalade,12,81,972
10372,1996-12-04,62,Queen Cozinha,38,Côte de Blaye,40,263.5,10540.0
10372,1996-12-04,62,Queen Cozinha,60,Camembert Pierrot,70,34,2380
10372,1996-12-04,62,Queen Cozinha,72,Mozzarella di Giovanni,42,34.8,1461.6
10373,1996-12-05,37,Hungry Owl All-Night Grocers,58,Escargots de Bourgogne,80,13.25,1060.0
10373,1996-12-05,37,Hungry Owl All-Night Grocers,71,Fløtemysost,50,21.5,1075.0
10374,1996-12-05,91,Wolski,31,Gorgonzola Telino,30,12.5,375.0
10374,1996-12-05,91,Wolski,58,Escargots de Bourgogne,15,13.25,198.75
10375,1996-12-06,36,Hungry Coyote Import Store,14,Tofu,15,23.25,348.75
10375,1996-12-06,36,Hungry Coyote Import Store,54,Tourtière,10,7.45,74.5
10376,1996-12-09,51,Mère Paillarde,31,Gorgonzola Telino,42,12.5,525.0
10377,1996-12-09,72,Seven Seas Imports,28,Rössle Sauerkraut,20,45.6,912.0
10377,1996-12-09,72,Seven Seas Imports,39,Chartreuse verte,20,18,360
10378,1996-12-10,24,Folk och fä HB,71,Fløtemysost,6,21.5,129.0
10379,1996-12-11,61,Que Delícia,41,Jack's New England Clam Chowder,8,9.65,77.2
10379,1996-12-11,61,Que Delícia,63,Vegie-spread,16,43.9,702.4
10379,1996-12-11,61,Que Delícia,65,Louisiana Fiery Hot Pepper Sauce,20,21.05,421.0
10380,1996-12-12,37,Hungry Owl All-Night Grocers,30,Nord-Ost Matjeshering,18,25.89,466.02
10380,1996-12-12,37,Hungry Owl All-Night Grocers,53,Perth Pasties,20,32.8,656.0
10380,1996-12-12,37,Hungry Owl All-Night Grocers,60,Camembert Pierrot,6,34,204
10380,1996-12-12,37,Hungry Owl All-Night Grocers,70,Outback Lager,30,15,450
10381,1996-12-12,46,LILA-Supermercado,74,Longlife Tofu,14,10,140
10382,1996-12-13,20,Ernst Handel,5,Chef Anton's Gumbo Mix,32,21.35,683.2
10382,1996-12-13,20,Ernst Handel,18,Carnarvon Tigers,9,62.5,562.5
10382,1996-12-13,20,Ernst Handel,29,Thüringer Rostbratwurst,14,123.79,1733.06
10382,1996-12-13,20,Ernst Handel,33,Geitost,60,2.5,150.0
10382,1996-12-13,20,Ernst Handel,74,Longlife Tofu,50,10,500
10383,1996-12-16,4,Around the Horn,13,Konbu,20,6,120
10383,1996-12-16,4,Around the Horn,50,Valkoinen suklaa,15,16.25,243.75
10383,1996-12-16,4,Around the Horn,56,Gnocchi di nonna Alice,20,38,760
10384,1996-12-16,5,Berglunds snabbköp,20,Sir Rodney's Marmalade,28,81,2268
10384,1996-12-16,5,Berglunds snabbköp,60,Camembert Pierrot,15,34,510
10385,1996-12-17,75,Split Rail Beer & Ale,7,Uncle Bob's Organic Dried Pears,10,30,300
10385,1996-12-17,75,Split Rail Beer & Ale,60,Camembert Pierrot,20,34,680
10385,1996-12-17,75,Split Rail Beer & Ale,68,Scottish Longbreads,8,12.5,100.0
10386,1996-12-18,21,Familia Arquibaldo,24,Guaraná Fantástica,15,4.5,67.5
10386,1996-12-18,21,Familia Arquibaldo,34,Sasquatch Ale,10,14,140
10387,1996-12-18,70,Santé Gourmet,24,Guaraná Fantástica,15,4.5,67.5
10387,1996-12-18,70,Santé Gourmet,28,Rössle Sauerkraut,6,45.6,273.6
10387,1996-12-18,70,Santé Gourmet,59,Raclette Courdavault,12,55,660
10387,1996-12-18,70,Santé Gourmet,71,Fløtemysost,15,21.5,322.5
10388,1996-12-19,72,Seven Seas Imports,45,Røgede sild,15,9.5,142.5
10388,1996-12-19,72,Seven Seas Imports,52,Filo Mix,20,7,140
10388,1996-12-19,72,Seven Seas Imports,53,Perth Pasties,40,32.8,1312.0
10389,1996-12-20,10,Bottom-Dollar Marketse,10,Ikura,16,31,496
10389,1996-12-20,10,Bottom-Dollar Marketse,55,Pâté chinois,15,24,360
10389,1996-12-20,10,Bottom-Dollar Marketse,62,Tarte au sucre,20,49.3,986.0
10389,1996-12-20,10,Bottom-Dollar Marketse,70,Outback Lager,30,15,450
10390,1996-12-23,20,Ernst Handel,31,Gorgonzola Telino,60,12.5,750.0
10390,1996-12-23,20,Ernst Handel,35,Steeleye Stout,40,18,720
10390,1996-12-23,20,Ernst Handel,46,Spegesild,45,12,540
10390,1996-12-23,20,Ernst Handel,72,Mozzarella di Giovanni,24,34.8,835.2
10391,1996-12-23,17,Drachenblut Delikatessend,13,Konbu,18,6,108
10392,1996-12-24,59,Piccolo und mehr,69,Gudbrandsdalsost,50,36,1800
10393,1996-12-25,71,Save-a-lot Markets,2,Chang,25,19,475
10393,1996-12-25,71,Save-a-lot Markets,14,Tofu,42,23.25,976.5
10393,1996-12-25,71,Save-a-lot Markets,25,NuNuCa Nuß-Nougat-Creme,7,14,98
10393,1996-12-25,71,Save-a-lot Markets,26,Gumbär Gummibärchen,70,31.23,2186.1
10393,1996-12-25,71,Save-a-lot Markets,31,Gorgonzola Telino,32,12.5,400.0
10394,1996-12-25,36,Hungry Coyote Import Store,13,Konbu,10,6,60
10394,1996-12-25,36,Hungry Coyote Import Store,62,Tarte au sucre,10,49.3,493.0
10395,1996-12-26,35,HILARIÓN-Abastos,46,Spegesild,28,12,336
10395,1996-12-26,35,HILARIÓN-Abastos,53,Perth Pasties,70,32.8,2296.0
10395,1996-12-26,35,HILARIÓN-Abastos,69,Gudbrandsdalsost,8,36,288
10396,1996-12-27,25,Frankenversand,23,Tunnbröd,40,9,360
10396,1996-12-27,25,Frankenversand,71,Fløtemysost,60,21.5,1290.0
10396,1996-12-27,25,Frankenversand,72,Mozzarella di Giovanni,21,34.8,730.8
10397,1996-12-27,60,Princesa Isabel Vinhoss,21,Sir Rodney's Scones,10,10,100
10397,1996-12-27,60,Princesa Isabel Vinhoss,51,Manjimup Dried Apples,18,53,954
10398,1996-12-30,71,Save-a-lot Markets,35,Steeleye Stout,30,18,540
10398,1996-12-30,71,Save-a-lot Markets,55,Pâté chinois,120,24,2880
10399,1996-12-31,83,Vaffeljernet,68,Scottish Longbreads,60,12.5,750.0
10399,1996-12-31,83,Vaffeljernet,71,Fløtemysost,30,21.5,645.0
10399,1996-12-31,83,Vaffeljernet,76,Lakkalikööri,35,18,630
10399,1996-12-31,83,Vaffeljernet,77,Original Frankfurter grüne Soße,14,13,182
10400,1997-01-01,19,Eastern Connection,29,Thüringer Rostbratwurst,21,123.79,2599.59
10400,1997-01-01,19,Eastern Connection,35,Steeleye Stout,35,18,630
10400,1997-01-01,19,Eastern Connection,49,Maxilaku,30,20,600
10401,1997-01-01,65,Rattlesnake Canyon Grocery,30,Nord-Ost Matjeshering,18,25.89,466.02
10401,1997-01-01,65,Rattlesnake Canyon Grocery,56,Gnocchi di nonna Alice,70,38,2660
10401,1997-01-01,65,Rattlesnake Canyon Grocery,65,Louisiana Fiery Hot Pepper Sauce,20,21.05,421.0
10401,1997-01-01,65,Rattlesnake Canyon Grocery,71,Fløtemysost,60,21.5,1290.0
10402,1997-01-02,20,Ernst Handel,23,Tunnbröd,60,9,540
10402,1997-01-02,20,Ernst Handel,63,Vegie-spread,65,43.9,2853.5
10403,1997-01-03,20,Ernst Handel,16,Pavlova,21,17.45,366.45
10403,1997-01-03,20,Ernst Handel,48,Chocolade,70,12.75,892.5
10404,1997-01-03,49,Magazzini Alimentari Riuniti,26,Gumbär Gummibärchen,30,31.23,936.9
10404,1997-01-03,49,Magazzini Alimentari Riuniti,42,Singaporean Hokkien Fried Mee,40,14,560
10404,1997-01-03,49,Magazzini Alimentari Riuniti,49,Maxilaku,30,20,600
10405,1997-01-06,47,LINO-Delicateses,3,Aniseed Syrup,50,10,500
10406,1997-01-07,62,Queen Cozinha,1,Chais,10,18,180
10406,1997-01-07,62,Queen Cozinha,21,Sir Rodney's Scones,30,10,300
10406,1997-01-07,62,Queen Cozinha,28,Rössle Sauerkraut,42,45.6,1915.2
10406,1997-01-07,62,Queen Cozinha,36,Inlagd Sill,5,19,95
10406,1997-01-07,62,Queen Cozinha,40,Boston Crab Meat,2,18.4,36.8
10407,1997-01-07,56,Ottilies Käseladen,11,Queso Cabrales,30,21,630
10407,1997-01-07,56,Ottilies Käseladen,69,Gudbrandsdalsost,15,36,540
10407,1997-01-07,56,Ottilies Käseladen,71,Fløtemysost,15,21.5,322.5
10408,1997-01-08,23,Folies gourmandes,37,Gravad lax,10,26,260
10408,1997-01-08,23,Folies gourmandes,54,Tourtière,6,7.45,44.7
10408,1997-01-08,23,Folies gourmandes,62,Tarte au sucre,35,49.3,1725.5
10409,1997-01-09,54,Océano Atlántico Ltda.,14,Tofu,12,23.25,279.0
10409,1997-01-09,54,Océano Atlántico Ltda.,21,Sir Rodney's Scones,12,10,120
10410,1997-01-10,10,Bottom-Dollar Marketse,33,Geitost,49,2.5,122.5
10410,1997-01-10,10,Bottom-Dollar Marketse,59,Raclette Courdavault,16,55,880
10411,1997-01-10,10,Bottom-Dollar Marketse,41,Jack's New England Clam Chowder,25,9.65,241.25
10411,1997-01-10,10,Bottom-Dollar Marketse,44,Gula Malacca,40,19.45,778.0
10411,1997-01-10,10,Bottom-Dollar Marketse,59,Raclette Courdavault,9,55,495
10412,1997-01-13,87,Wartian Herkku,14,Tofu,20,23.25,465.0
10413,1997-01-14,41,La maison d''Asie,1,Chais,24,18,432
10413,1997-01-14,41,La maison d''Asie,62,Tarte au sucre,40,49.3,1972.0
10413,1997-01-14,41,La maison d''Asie,76,Lakkalikööri,14,18,252
10414,1997-01-14,21,Familia Arquibaldo,19,Teatime Chocolate Biscuits,18,9.2,165.6
10414,1997-01-14,21,Familia Arquibaldo,33,Geitost,50,2.5,125.0
10415,1997-01-15,36,Hungry Coyote Import Store,17,Alice Mutton,2,39,78
10415,1997-01-15,36,Hungry Coyote Import Store,33,Geitost,20,2.5,50.0
10416,1997-01-16,87,Wartian Herkku,19,Teatime Chocolate Biscuits,20,9.2,184.0
10416,1997-01-16,87,Wartian Herkku,53,Perth Pasties,10,32.8,328.0
10416,1997-01-16,87,Wartian Herkku,57,Ravioli Angelo,20,19.5,390.0
10417,1997-01-16,73,Simons bistro,38,Côte de Blaye,50,263.5,13175.0
10417,1997-01-16,73,Simons bistro,46,Spegesild,2,12,24
10417,1997-01-16,73,Simons bistro,68,Scottish Longbreads,36,12.5,450.0
10417,1997-01-16,73,Simons bistro,77,Original Frankfurter grüne Soße,35,13,455
10418,1997-01-17,63,QUICK-Stop,2,Chang,60,19,1140
10418,1997-01-17,63,QUICK-Stop,47,Zaanse koeken,55,9.5,522.5
10418,1997-01-17,63,QUICK-Stop,61,Sirop d'érable,16,28.5,456.0
10418,1997-01-17,63,QUICK-Stop,74,Longlife Tofu,15,10,150
10419,1997-01-20,68,Richter Supermarkt,60,Camembert Pierrot,60,34,2040
10419,1997-01-20,68,Richter Supermarkt,69,Gudbrandsdalsost,20,36,720
10420,1997-01-21,88,Wellington Importadora,9,Mishi Kobe Niku,20,97,1940
10420,1997-01-21,88,Wellington Importadora,13,Konbu,2,6,12
10420,1997-01-21,88,Wellington Importadora,70,Outback Lager,8,15,120
10420,1997-01-21,88,Wellington Importadora,73,Röd Kaviar,20,15,300
10421,1997-01-21,61,Que Delícia,19,Teatime Chocolate Biscuits,4,9.2,36.8
10421,1997-01-21,61,Que Delícia,26,Gumbär Gummibärchen,30,31.23,936.9
10421,1997-01-21,61,Que Delícia,53,Perth Pasties,15,32.8,492.0
10421,1997-01-21,61,Que Delícia,77,Original Frankfurter grüne Soße,10,13,130
10422,1997-01-22,27,Franchi S.p.A.,26,Gumbär Gummibärchen,2,31.23,62.46
10423,1997-01-23,31,Gourmet Lanchonetes,31,Gorgonzola Telino,14,12.5,175.0
10423,1997-01-23,31,Gourmet Lanchonetes,59,Raclette Courdavault,20,55,1100
10424,1997-01-23,51,Mère Paillarde,35,Steeleye Stout,60,18,1080
10424,1997-01-23,51,Mère Paillarde,38,Côte de Blaye,49,263.5,12911.5
10424,1997-01-23,51,Mère Paillarde,68,Scottish Longbreads,30,12.5,375.0
10425,1997-01-24,41,La maison d''Asie,55,Pâté chinois,10,24,240
10425,1997-01-24,41,La maison d''Asie,76,Lakkalikööri,20,18,360
10426,1997-01-27,29,Galería del gastrónomo,56,Gnocchi di nonna Alice,5,38,190
10426,1997-01-27,29,Galería del gastrónomo,64,Wimmers gute Semmelknödel,7,33.25,232.75
10427,1997-01-27,59,Piccolo und mehr,14,Tofu,35,23.25,813.75
10428,1997-01-28,66,Reggiani Caseifici,46,Spegesild,20,12,240
10429,1997-01-29,37,Hungry Owl All-Night Grocers,50,Valkoinen suklaa,40,16.25,650.0
10429,1997-01-29,37,Hungry Owl All-Night Grocers,63,Vegie-spread,35,43.9,1536.5
10430,1997-01-30,20,Ernst Handel,17,Alice Mutton,45,39,1755
10430,1997-01-30,20,Ernst Handel,21,Sir Rodney's Scones,50,10,500
10430,1997-01-30,20,Ernst Handel,56,Gnocchi di nonna Alice,30,38,1140
10430,1997-01-30,20,Ernst Handel,59,Raclette Courdavault,70,55,3850
10431,1997-01-30,10,Bottom-Dollar Marketse,17,Alice Mutton,50,39,1950
10431,1997-01-30,10,Bottom-Dollar Marketse,40,Boston Crab Meat,50,18.4,920.0
10431,1997-01-30,10,Bottom-Dollar Marketse,47,Zaanse koeken,30,9.5,285.0
10432,1997-01-31,75,Split Rail Beer & Ale,26,Gumbär Gummibärchen,10,31.23,312.3
10432,1997-01-31,75,Split Rail Beer & Ale,54,Tourtière,40,7.45,298.0
10433,1997-02-03,60,Princesa Isabel Vinhoss,56,Gnocchi di nonna Alice,28,38,1064
10434,1997-02-03,24,Folk och fä HB,11,Queso Cabrales,6,21,126
10434,1997-02-03,24,Folk och fä HB,76,Lakkalikööri,18,18,324
10435,1997-02-04,16,Consolidated Holdings,2,Chang,10,19,190
10435,1997-02-04,16,Consolidated Holdings,22,Gustaf's Knäckebröd,12,21,252
10435,1997-02-04,16,Consolidated Holdings,72,Mozzarella di Giovanni,10,34.8,348.0
10436,1997-02-05,7,Blondel père et fils,46,Spegesild,5,12,60
10436,1997-02-05,7,Blondel père et fils,56,Gnocchi di nonna Alice,40,38,1520
10436,1997-02-05,7,Blondel père et fils,64,Wimmers gute Semmelknödel,30,33.25,997.5
10436,1997-02-05,7,Blondel père et fils,75,Rhönbräu Klosterbier,24,7.75,186.0
10437,1997-02-05,87,Wartian Herkku,53,Perth Pasties,15,32.8,492.0
10438,1997-02-06,79,Toms Spezialitäten,19,Teatime Chocolate Biscuits,15,9.2,138.0
10438,1997-02-06,79,Toms Spezialitäten,34,Sasquatch Ale,20,14,280
10438,1997-02-06,79,Toms Spezialitäten,57,Ravioli Angelo,15,19.5,292.5
10439,1997-02-07,51,Mère Paillarde,12,Queso Manchego La Pastora,15,38,570
10439,1997-02-07,51,Mère Paillarde,16,Pavlova,16,17.45,279.2
10439,1997-02-07,51,Mère Paillarde,64,Wimmers gute Semmelknödel,6,33.25,199.5
10439,1997-02-07,51,Mère Paillarde,74,Longlife Tofu,30,10,300
10440,1997-02-10,71,Save-a-lot Markets,2,Chang,45,19,855
10440,1997-02-10,71,Save-a-lot Markets,16,Pavlova,49,17.45,855.05
10440,1997-02-10,71,Save-a-lot Markets,29,Thüringer Rostbratwurst,24,123.79,2970.96
10440,1997-02-10,71,Save-a-lot Markets,61,Sirop d'érable,90,28.5,2565.0
10441,1997-02-10,55,Old World Delicatessen,27,Schoggi Schokolade,50,43.9,2195.0
10442,1997-02-11,20,Ernst Handel,11,Queso Cabrales,30,21,630
10442,1997-02-11,20,Ernst Handel,54,Tourtière,80,7.45,596.0
10442,1997-02-11,20,Ernst Handel,66,Louisiana Hot Spiced Okra,60,17,1020
10443,1997-02-12,66,Reggiani Caseifici,11,Queso Cabrales,6,21,126
10443,1997-02-12,66,Reggiani Caseifici,28,Rössle Sauerkraut,12,45.6,547.2
